time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2019-04-13T00:00,61,31,24.9,27.08333,37.8,29.7,32.654163,2019-04-13T05:53,2019-04-13T17:52,7.9,7.9,0,11,7.9,22.3,222.47668,20.04,4.1200004
2019-04-14T00:00,51,30.2,24.6,26.854166,35.9,29.7,32.270832,2019-04-14T05:53,2019-04-14T17:52,1.1000001,1.1000001,0,5,8.3,18.4,89.596535,14.93,3.1399999
2019-04-15T00:00,61,30.5,24.8,26.758337,38.4,30.4,32.691666,2019-04-15T05:53,2019-04-15T17:52,8.7,8.7,0,9,10.1,23.8,131.87778,18.4,3.74
2019-04-16T00:00,53,29.7,24.3,26.699999,35.9,29.4,32.112503,2019-04-16T05:53,2019-04-16T17:51,1.7,1.7,0,6,10,26.3,212.86871,15.67,3.2199998
2019-04-17T00:00,53,29.8,23.8,26.404165,36.2,28.7,31.712496,2019-04-17T05:53,2019-04-17T17:51,3.7,3.7,0,14,10.3,20.9,99.210945,15.78,3.1999998
2019-04-18T00:00,51,30.4,24,27.125,37,29.3,32.629166,2019-04-18T05:53,2019-04-18T17:50,1.4000001,1.4000001,0,8,9.4,20.9,98.24622,20.11,4.1300006
2019-04-19T00:00,63,28.5,24,25.900002,33.5,29.5,31.095833,2019-04-19T05:53,2019-04-19T17:50,31.199997,31.199997,0,15,14.5,30.2,80.56747,15.38,2.98
2019-04-20T00:00,65,28.8,23.9,26.112501,33.9,28.8,31.25,2019-04-20T05:53,2019-04-20T17:50,29.8,29.8,0,12,7.2,14.8,150.76726,9.61,2.07
2019-04-21T00:00,61,30.1,24.1,26.837502,35.5,28.6,31.85417,2019-04-21T05:53,2019-04-21T17:49,4.2999997,4.2999997,0,8,15.8,31.7,99.66452,22.17,4.3599997
2019-04-22T00:00,51,30.5,24.8,27.520834,36.4,29.7,32.80834,2019-04-22T05:53,2019-04-22T17:49,0.3,0.3,0,2,13.9,33.5,89.863914,20.53,4.250001
2019-04-23T00:00,61,30,25.1,27.266668,35.8,30.3,33.000004,2019-04-23T05:53,2019-04-23T17:49,8.700001,8.700001,0,13,10.3,31.3,95.924515,18.15,3.6600003
2019-04-24T00:00,63,28.6,24.5,25.945831,34,30,31.370834,2019-04-24T05:53,2019-04-24T17:48,17.900002,17.900002,0,20,9.9,22.3,61.113598,11.85,2.4099998
2019-04-25T00:00,63,30.4,24.1,26.654165,37,29.3,32.30417,2019-04-25T05:53,2019-04-25T17:48,9.599999,9.599999,0,15,9.7,22.7,114.16662,17.67,3.59
2019-04-26T00:00,55,29.9,24.4,26.895834,37.7,29.7,32.71667,2019-04-26T05:53,2019-04-26T17:48,5.0000005,5.0000005,0,10,8.5,19.4,287.00803,17.78,3.6499999
2019-04-27T00:00,63,28.3,24.8,25.816671,34.1,30.4,31.57917,2019-04-27T05:53,2019-04-27T17:47,48.699993,48.699993,0,23,6.3,17.3,147.0948,8.68,1.8599999
2019-04-28T00:00,61,29.4,24.2,26.558332,35.6,29.5,32.0875,2019-04-28T05:53,2019-04-28T17:47,5.2000003,5.2000003,0,7,9.8,22.3,101.93558,16.96,3.3999999
2019-04-29T00:00,53,29.5,24.6,26.512503,35.4,30,32.1375,2019-04-29T05:53,2019-04-29T17:47,4.3999996,4.3999996,0,11,7,15.1,101.5601,13.2,2.74
2019-04-30T00:00,63,29.7,24.4,26.554163,36.3,29.9,32.275,2019-04-30T05:53,2019-04-30T17:46,10.599999,10.599999,0,8,9.5,24.1,248.53702,16.82,3.4
2019-05-01T00:00,63,28.6,24.5,26.033333,35.6,29.3,31.095833,2019-05-01T05:53,2019-05-01T17:46,21.399998,21.399998,0,13,11.1,38.2,231.5928,12.11,2.6
2019-05-02T00:00,55,30.6,23.4,26.920835,36.5,27.6,32.05,2019-05-02T05:53,2019-05-02T17:46,1.3000001,1.3000001,0,2,8.7,19.1,226.35846,20.37,4.17
2019-05-03T00:00,51,30.7,24.1,27.141665,38,28.9,32.854168,2019-05-03T05:53,2019-05-03T17:46,1.4000001,1.4000001,0,9,7.2,17.6,75.963806,21.23,4.330001
2019-05-04T00:00,51,30.1,24.3,27.050003,37.2,29.5,32.779163,2019-05-04T05:53,2019-05-04T17:46,1.3000001,1.3000001,0,6,8.9,21.2,115.04619,20.6,4.11
2019-05-05T00:00,53,29.8,23.9,26.454165,36,28.5,31.737501,2019-05-05T05:53,2019-05-05T17:45,1.1,1.1,0,3,8.7,20.5,242.10287,18.57,3.7399998
2019-05-06T00:00,53,28.9,23.5,26.1,34.2,28.5,31.3375,2019-05-06T05:53,2019-05-06T17:45,1.9000001,1.9000001,0,5,8.2,16.9,131.98701,13.72,2.82
2019-05-07T00:00,61,30,23.6,26.737497,36.9,28.5,32.349995,2019-05-07T05:53,2019-05-07T17:45,3.4,3.4,0,7,8,21.6,101.21487,20.38,4.0800004
2019-05-08T00:00,2,30.6,23.9,27.129164,37.2,29.2,32.708332,2019-05-08T05:53,2019-05-08T17:45,0,0,0,0,7.4,19.4,223.80656,19.91,4.1
2019-05-09T00:00,61,30.1,24.2,26.662498,36.9,29.3,32.283337,2019-05-09T05:53,2019-05-09T17:45,3,3,0,4,7.9,19.4,209.0545,18.58,3.7699997
2019-05-10T00:00,61,28.9,24.7,26.145834,34.8,29.7,31.466661,2019-05-10T05:53,2019-05-10T17:44,6.7999997,6.7999997,0,15,7.3,18.4,103.96341,12.67,2.59
2019-05-11T00:00,61,29.3,24.2,26.33333,35.4,29.1,31.35417,2019-05-11T05:53,2019-05-11T17:44,4.5999994,4.5999994,0,9,11.2,25.9,94.717545,17.32,3.4499998
2019-05-12T00:00,61,29.3,24.1,26.35,34.6,29.3,31.775,2019-05-12T05:53,2019-05-12T17:44,5.2,5.2,0,11,11.2,27.4,98.60636,15.15,3.01
2019-05-13T00:00,61,29.9,23.6,26.354166,35.6,28.5,31.666666,2019-05-13T05:53,2019-05-13T17:44,2.7999997,2.7999997,0,5,10.3,22.3,109.20122,18.48,3.72
2019-05-14T00:00,53,29.9,23.8,26.34167,35.4,29.1,31.320837,2019-05-14T05:53,2019-05-14T17:44,2.4,2.4,0,8,15,27.7,89.71284,17.91,3.6
2019-05-15T00:00,63,29.6,24.6,26.345839,35.5,29.4,31.670835,2019-05-15T05:54,2019-05-15T17:44,8.399999,8.399999,0,11,11.5,24.1,95.73083,15.55,3.1299999
2019-05-16T00:00,61,29,24.2,25.966667,34.6,29,31.141668,2019-05-16T05:54,2019-05-16T17:44,6.1999993,6.1999993,0,13,7.4,21.2,231.27106,13.75,2.8399997
2019-05-17T00:00,51,29.3,23.3,26.050001,35.9,27.7,31.337502,2019-05-17T05:54,2019-05-17T17:43,1.9000002,1.9000002,0,9,8.7,19.4,95.005714,18.23,3.6399999
2019-05-18T00:00,51,29.2,23.7,26.333334,35.6,28.7,31.374998,2019-05-18T05:54,2019-05-18T17:43,0.2,0.2,0,2,9.4,20.5,85.156105,19.01,3.7800002
2019-05-19T00:00,51,30.3,23.2,26.758333,36.3,27.2,31.616669,2019-05-19T05:54,2019-05-19T17:43,0.70000005,0.70000005,0,3,8.4,18.7,86.37154,21.64,4.3900003
2019-05-20T00:00,53,30.1,24,26.76667,36.5,29,32.07917,2019-05-20T05:54,2019-05-20T17:43,2,2,0,6,10.1,24.5,98.53068,18.59,3.7599998
2019-05-21T00:00,53,30.4,23.7,27.045832,37.3,28.7,32.554165,2019-05-21T05:54,2019-05-21T17:43,0.8,0.8,0,2,9.5,22.3,84.660866,20.46,4.1499996
2019-05-22T00:00,51,30.7,24.3,27.120832,37.1,29.6,32.65,2019-05-22T05:54,2019-05-22T17:43,0.8,0.8,0,5,9.7,21.2,83.26005,21.1,4.26
2019-05-23T00:00,1,31,23.8,27.224998,37.5,28.4,32.529167,2019-05-23T05:55,2019-05-23T17:43,0,0,0,0,10,19.1,90.91907,22.11,4.55
2019-05-24T00:00,51,30.4,23.5,26.929167,35.7,28.1,32.037502,2019-05-24T05:55,2019-05-24T17:43,1,1,0,4,13.2,30.2,92.04537,20.53,4.1699996
2019-05-25T00:00,51,30.3,23.4,26.724998,36.6,28.1,32.004166,2019-05-25T05:55,2019-05-25T17:43,0.5,0.5,0,5,7.8,18.4,149.44409,20.03,4.0499997
2019-05-26T00:00,1,30.6,23.5,27.004166,36.4,28.1,32.112495,2019-05-26T05:55,2019-05-26T17:43,0,0,0,0,8.4,18.4,83.1403,20.49,4.2200003
2019-05-27T00:00,1,30.4,25,27.483332,35.9,30.2,32.425,2019-05-27T05:55,2019-05-27T17:43,0,0,0,0,11.4,23,91.093796,19.73,4.1300006
2019-05-28T00:00,1,30.8,24.3,27.683336,35.9,29,32.45,2019-05-28T05:56,2019-05-28T17:43,0,0,0,0,14.1,28.4,93.19393,19.81,4.200001
2019-05-29T00:00,51,31,24,27.316666,37.2,28.7,32.49167,2019-05-29T05:56,2019-05-29T17:43,0.90000004,0.90000004,0,4,10,25.2,99.36643,20.13,4.13
2019-05-30T00:00,53,30.8,24.1,27.025,36.2,28.7,32.037502,2019-05-30T05:56,2019-05-30T17:43,2.3000002,2.3000002,0,6,11.6,23.8,81.08515,19.68,4.1
2019-05-31T00:00,2,30.5,23.6,26.91667,35.5,28.2,31.945837,2019-05-31T05:56,2019-05-31T17:44,0,0,0,0,10.9,22.3,88.75469,19.31,4
2019-06-01T00:00,51,30.4,24.8,27.337503,36.1,29.3,32.429165,2019-06-01T05:56,2019-06-01T17:44,0.4,0.4,0,2,6.8,17.6,263.1573,18.78,3.8299997
2019-06-02T00:00,51,30.3,24.7,27.370836,35.6,29.1,32.295834,2019-06-02T05:57,2019-06-02T17:44,0.2,0.2,0,1,7.2,17.3,249.56097,18.12,3.7299998
2019-06-03T00:00,51,29.9,23.7,26.808332,35.4,28.4,31.716667,2019-06-03T05:57,2019-06-03T17:44,0.5,0.5,0,4,10.4,22,23.025541,17.5,3.5800004
2019-06-04T00:00,2,30.6,23.4,27.045832,35.5,28.2,31.699999,2019-06-04T05:57,2019-06-04T17:44,0,0,0,0,13,24.5,75.868195,19.26,4.1000004
2019-06-05T00:00,2,31.2,24.2,27.566666,36.7,29,32.63333,2019-06-05T05:57,2019-06-05T17:44,0,0,0,0,11.2,22.3,76.46751,20.04,4.21
2019-06-06T00:00,53,30.9,24.2,27.48333,36.4,29.2,32.5375,2019-06-06T05:58,2019-06-06T17:44,0.70000005,0.70000005,0,3,10.9,20.9,82.27145,19.74,4.1100006
2019-06-07T00:00,51,29.6,24.2,26.770834,35.2,29.3,31.858337,2019-06-07T05:58,2019-06-07T17:44,0.90000004,0.90000004,0,5,8.4,21.6,111.03762,16.06,3.29
2019-06-08T00:00,51,30.7,23.6,26.833336,36.4,28.7,31.829165,2019-06-08T05:58,2019-06-08T17:44,0.2,0.2,0,1,8.7,21.6,351.4692,18.32,3.7899997
2019-06-09T00:00,51,30.8,24.4,27.420835,36,29.6,32.445835,2019-06-09T05:58,2019-06-09T17:45,0.2,0.2,0,2,9.2,20.5,72.72816,18.63,3.89
2019-06-10T00:00,1,31.4,23.6,27.474998,36.5,28.2,32.058334,2019-06-10T05:58,2019-06-10T17:45,0,0,0,0,9.7,19.4,60.802647,20.74,4.4500012
2019-06-11T00:00,3,31.7,24.6,27.716667,36.6,29.5,32.729168,2019-06-11T05:59,2019-06-11T17:45,0,0,0,0,7.9,20.5,102.87504,15.8,3.4199998
2019-06-12T00:00,1,31.9,24.3,27.808332,37.3,28.7,32.654167,2019-06-12T05:59,2019-06-12T17:45,0,0,0,0,10.2,22.3,22.03649,18.99,4.11
2019-06-13T00:00,2,31.4,23.8,27.945833,36.7,28.7,33.07917,2019-06-13T05:59,2019-06-13T17:45,0,0,0,0,10.5,23.4,57.488106,19.74,4.180001
2019-06-14T00:00,63,30.4,24.6,26.966667,35.7,30.1,32.483334,2019-06-14T05:59,2019-06-14T17:45,8.299999,8.299999,0,9,11.6,27,69.842316,15.28,3.1499999
2019-06-15T00:00,61,30.5,24.8,27.079168,37,30.3,32.712498,2019-06-15T06:00,2019-06-15T17:46,9.299999,9.299999,0,14,11.3,24.8,68.82421,17.23,3.5499997
2019-06-16T00:00,53,30.2,24.3,26.862503,36.5,29.5,32.1625,2019-06-16T06:00,2019-06-16T17:46,2,2,0,6,8.3,21.2,283.3925,16.88,3.4799998
2019-06-17T00:00,2,30.3,23.7,26.962502,34.6,28.4,31.15833,2019-06-17T06:00,2019-06-17T17:46,0,0,0,0,12.5,24.1,76.63599,18.55,4.0600004
2019-06-18T00:00,3,30.6,23.9,26.995834,34.2,27.4,30.733337,2019-06-18T06:00,2019-06-18T17:46,0,0,0,0,15.5,28.1,89.47917,19.62,4.28
2019-06-19T00:00,1,30.8,22.5,26.712502,35.3,26.3,30.841665,2019-06-19T06:01,2019-06-19T17:46,0,0,0,0,11.1,22.3,76.10672,21.42,4.520001
2019-06-20T00:00,51,30.9,23.7,26.987501,35.4,28,31.025002,2019-06-20T06:01,2019-06-20T17:47,0.1,0.1,0,1,11.7,23.4,70.80684,20.48,4.46
2019-06-21T00:00,2,30.9,24.5,27.308334,34.8,28.3,30.983335,2019-06-21T06:01,2019-06-21T17:47,0,0,0,0,12.6,24.5,73.5923,19.72,4.3500004
2019-06-22T00:00,2,30.9,23,27.0875,35.5,27.3,31.45417,2019-06-22T06:01,2019-06-22T17:47,0,0,0,0,9,22.7,30.033178,20.06,4.2400002
2019-06-23T00:00,3,31.3,23,27.183336,35.6,27.1,31.5,2019-06-23T06:01,2019-06-23T17:47,0,0,0,0,10.1,21.6,65.55603,18.55,3.99
2019-06-24T00:00,3,31.2,23.5,27.174997,35.2,28.3,31.25833,2019-06-24T06:02,2019-06-24T17:47,0,0,0,0,13.4,24.5,65.84093,18.64,4.13
2019-06-25T00:00,2,31.4,23.4,26.975,35.2,27.6,30.812498,2019-06-25T06:02,2019-06-25T17:48,0,0,0,0,14.8,28.1,77.00539,21.01,4.58
2019-06-26T00:00,2,31.7,22.4,26.854164,35.7,26.3,30.745834,2019-06-26T06:02,2019-06-26T17:48,0,0,0,0,13.7,25.6,69.69147,20.03,4.4000006
2019-06-27T00:00,2,31.4,22.7,27.137499,35.7,26.7,31.116667,2019-06-27T06:02,2019-06-27T17:48,0,0,0,0,10.9,19.8,36.64204,19.34,4.2500005
2019-06-28T00:00,3,32,23,27.479166,36.3,27.5,31.654165,2019-06-28T06:02,2019-06-28T17:48,0,0,0,0,12.5,25.2,43.451916,19.85,4.3999996
2019-06-29T00:00,1,31.6,23,27.141665,34.8,27,30.65,2019-06-29T06:03,2019-06-29T17:49,0,0,0,0,15.5,29.5,63.11312,21.2,4.7200003
2019-06-30T00:00,2,31.3,23.9,27.079163,35.4,27,30.4,2019-06-30T06:03,2019-06-30T17:49,0,0,0,0,14.6,29.2,67.342125,20.04,4.5100007
2019-07-01T00:00,3,31.1,23.8,27.133331,34.7,27.6,30.52917,2019-07-01T06:03,2019-07-01T17:49,0,0,0,0,17.6,34.6,58.3829,20.36,4.53
2019-07-02T00:00,3,31.2,24.7,27.408333,34.7,28.6,30.866667,2019-07-02T06:03,2019-07-02T17:49,0,0,0,0,18.4,32,63.209686,20.19,4.55
2019-07-03T00:00,3,31.8,24.1,27.695833,35.6,28.7,31.733337,2019-07-03T06:03,2019-07-03T17:49,0,0,0,0,15.2,29.5,55.972187,19.23,4.370001
2019-07-04T00:00,61,30.1,24.2,26.574997,35.1,28.8,31.408335,2019-07-04T06:03,2019-07-04T17:50,4.7999997,4.7999997,0,11,10.9,28.8,85.15027,17.54,3.58
2019-07-05T00:00,53,31.1,24.1,26.90833,36,28.8,31.70833,2019-07-05T06:03,2019-07-05T17:50,1.7,1.7,0,5,10,25.9,94.59673,19.12,3.97
2019-07-06T00:00,51,31.2,23.8,27.1875,35.3,28.8,31.666666,2019-07-06T06:04,2019-07-06T17:50,1.2,1.2,0,7,14.7,34.2,75.86583,19.13,4.140001
2019-07-07T00:00,51,31,24.7,27.512497,35,29.1,31.566666,2019-07-07T06:04,2019-07-07T17:50,0.3,0.3,0,1,15.6,35.3,83.974525,18.78,4.1200004
2019-07-08T00:00,61,31.4,24.3,26.916666,35.7,28.6,31.270834,2019-07-08T06:04,2019-07-08T17:51,4.2,4.2,0,9,13.1,27.7,73.1604,19.25,4.1
2019-07-09T00:00,53,30.4,24.1,26.487501,36.2,28.9,31.379166,2019-07-09T06:04,2019-07-09T17:51,3.6000004,3.6000004,0,11,9.9,23.8,299.82693,18.05,3.7199998
2019-07-10T00:00,2,30.1,24.2,26.60417,33,28.2,30.025,2019-07-10T06:04,2019-07-10T17:51,0,0,0,0,16.6,29.9,74.241035,19.93,4.430001
2019-07-11T00:00,2,30.7,23.2,26.654167,33.8,26.6,29.908333,2019-07-11T06:04,2019-07-11T17:51,0,0,0,0,16.7,30.2,81.95589,20.7,4.540001
2019-07-12T00:00,2,31.1,22.2,26.695833,34.8,25.9,30.379166,2019-07-12T06:04,2019-07-12T17:51,0,0,0,0,12.4,24.5,70.5358,21.6,4.63
2019-07-13T00:00,2,30.9,22.5,26.745834,35.8,26.4,30.591661,2019-07-13T06:04,2019-07-13T17:52,0,0,0,0,15.7,27.7,20.389143,20.04,4.4000006
2019-07-14T00:00,3,30.5,22.2,26.591667,33.8,26,29.845833,2019-07-14T06:04,2019-07-14T17:52,0,0,0,0,12.1,24.5,60.703922,19.16,4.2400007
2019-07-15T00:00,2,30.4,23.1,26.554167,33.5,25.7,28.95417,2019-07-15T06:04,2019-07-15T17:52,0,0,0,0,17.2,31.7,74.89364,20.93,4.8000007
2019-07-16T00:00,1,31.2,22.4,26.629171,34.6,25.4,29.479166,2019-07-16T06:04,2019-07-16T17:52,0,0,0,0,16.8,29.9,57.828823,22.33,4.89
2019-07-17T00:00,1,30.8,22.1,26.09583,34.1,25.2,29.00833,2019-07-17T06:04,2019-07-17T17:52,0,0,0,0,14.7,27.7,55.512596,21.51,4.7000003
2019-07-18T00:00,1,31.4,21.2,26.054163,33.7,24.1,28.758331,2019-07-18T06:04,2019-07-18T17:52,0,0,0,0,17.1,30.2,66.50137,21.99,4.88
2019-07-19T00:00,3,32.8,23,27.387497,35.1,26.2,30.445837,2019-07-19T06:04,2019-07-19T17:53,0,0,0,0,15.9,29.9,78.61179,17.18,4.32
2019-07-20T00:00,2,32.1,24.1,27.679167,34.8,28.5,31.762503,2019-07-20T06:04,2019-07-20T17:53,0,0,0,0,14.5,31,47.41956,14,3.33
2019-07-21T00:00,61,31.8,24.8,27.425001,36.2,29.8,32.141666,2019-07-21T06:04,2019-07-21T17:53,4.6,4.6,0,5,11.9,29.9,336.54092,17.7,3.7899997
2019-07-22T00:00,2,31.7,23.8,27.245834,36.6,28.2,31.541664,2019-07-22T06:04,2019-07-22T17:53,0,0,0,0,12.2,23.4,19.983198,20.14,4.38
2019-07-23T00:00,2,31.1,23.3,26.783335,34.7,27.6,30.533333,2019-07-23T06:04,2019-07-23T17:53,0,0,0,0,15.7,28.4,57.27525,21.14,4.63
2019-07-24T00:00,2,31.7,23.1,27.20417,35.5,27.2,30.783333,2019-07-24T06:04,2019-07-24T17:53,0,0,0,0,15.9,29.5,42.58044,21.34,4.7000003
2019-07-25T00:00,3,31.6,22.3,26.941666,35.6,26,30.395836,2019-07-25T06:04,2019-07-25T17:53,0,0,0,0,16.7,31.3,31.143658,20.93,4.66
2019-07-26T00:00,2,31.3,24.1,27.079168,34.3,27.9,30.416666,2019-07-26T06:04,2019-07-26T17:53,0,0,0,0,17.1,29.9,67.00509,21.92,4.8900003
2019-07-27T00:00,3,31.1,24,27.037497,34.3,28.4,30.575003,2019-07-27T06:04,2019-07-27T17:54,0,0,0,0,14.7,29.2,64.79892,20.13,4.51
2019-07-28T00:00,51,31.5,23.9,27.329168,36.5,28.2,31.625,2019-07-28T06:04,2019-07-28T17:54,0.2,0.2,0,1,13.8,24.8,23.520292,21.25,4.5800004
2019-07-29T00:00,2,31.3,24.4,27.341667,35.6,29,31.154167,2019-07-29T06:04,2019-07-29T17:54,0,0,0,0,13.8,26.6,30.212921,19.48,4.4000006
2019-07-30T00:00,1,31.4,22.6,26.962496,35.4,26.7,30.387499,2019-07-30T06:03,2019-07-30T17:54,0,0,0,0,15.1,25.2,30.487167,20.98,4.67
2019-07-31T00:00,2,32,22.4,27.070837,35.9,26.2,30.620832,2019-07-31T06:03,2019-07-31T17:54,0,0,0,0,16.9,32.4,22.199007,21.8,4.830001
2019-08-01T00:00,2,31.8,22.8,27.425003,35.5,26.7,30.941666,2019-08-01T06:03,2019-08-01T17:54,0,0,0,0,15.3,27.7,11.252222,21.36,4.7500005
2019-08-02T00:00,1,32.1,22.7,27.4125,35.3,26.5,30.866669,2019-08-02T06:03,2019-08-02T17:54,0,0,0,0,16.8,31.3,44.094803,21.61,4.86
2019-08-03T00:00,2,31.7,22.3,27.199999,35.5,26,30.987501,2019-08-03T06:03,2019-08-03T17:54,0,0,0,0,11.9,23.8,27.101688,20.97,4.6
2019-08-04T00:00,3,30.9,24.4,27.233332,35.4,28.2,30.720833,2019-08-04T06:03,2019-08-04T17:54,0,0,0,0,12.4,22.7,348.40787,19.14,4.3
2019-08-05T00:00,3,31.1,23.6,26.900002,35.2,27,29.9,2019-08-05T06:02,2019-08-05T17:54,0,0,0,0,14.5,31.7,3.7910602,19.12,4.370001
2019-08-06T00:00,3,30.9,22.4,26.629166,34.5,25.5,29.241667,2019-08-06T06:02,2019-08-06T17:54,0,0,0,0,18.8,35.6,3.192394,21,4.8000007
2019-08-07T00:00,3,30.9,22.5,26.529167,34.2,26,29.383333,2019-08-07T06:02,2019-08-07T17:54,0,0,0,0,13.9,27.7,27.921408,19.91,4.4100003
2019-08-08T00:00,2,31.6,22.4,26.579165,35.7,26,29.8375,2019-08-08T06:02,2019-08-08T17:54,0,0,0,0,17.3,33.5,8.331319,21.31,4.7100005
2019-08-09T00:00,3,31.8,22.7,27.004168,35.5,26.6,30.545832,2019-08-09T06:01,2019-08-09T17:54,0,0,0,0,16.8,33.5,21.005144,19.95,4.450001
2019-08-10T00:00,2,31.1,23,26.925003,35.5,27.4,30.683332,2019-08-10T06:01,2019-08-10T17:54,0,0,0,0,16.8,32,41.987156,20.52,4.5600004
2019-08-11T00:00,3,31.5,23.5,27.320833,34.8,27.9,31.070833,2019-08-11T06:01,2019-08-11T17:54,0,0,0,0,14.5,27.4,53.438885,20.79,4.6399994
2019-08-12T00:00,3,31.5,22.9,27.258333,34.8,26.9,30.683332,2019-08-12T06:01,2019-08-12T17:54,0,0,0,0,15.3,28.8,62.95958,20.83,4.7599998
2019-08-13T00:00,3,32.1,23.1,27.2875,35.5,27,30.699999,2019-08-13T06:00,2019-08-13T17:54,0,0,0,0,19.1,33.8,68.42337,21.2,4.8799996
2019-08-14T00:00,3,31.6,23.2,27.491667,35.8,27.3,31.27917,2019-08-14T06:00,2019-08-14T17:54,0,0,0,0,11.9,25.2,64.40904,21.01,4.6700006
2019-08-15T00:00,3,31,23.8,27.387503,35,28.5,31.9125,2019-08-15T06:00,2019-08-15T17:54,0,0,0,0,9.7,23.4,42.254993,19.23,4.1100006
2019-08-16T00:00,51,31.8,24,27.541666,36.9,28.8,32.274998,2019-08-16T05:59,2019-08-16T17:54,0.2,0.2,0,1,10.2,24.8,24.951464,20.33,4.3199997
2019-08-17T00:00,51,30.7,24.7,27.491669,35.7,29.7,31.987503,2019-08-17T05:59,2019-08-17T17:54,0.90000004,0.90000004,0,4,8,22,12.590379,19.06,4.02
2019-08-18T00:00,0,31.9,22.7,27.204165,34.5,26.7,30.5375,2019-08-18T05:59,2019-08-18T17:54,0,0,0,0,17.9,30.6,54.37201,23,5.200001
2019-08-19T00:00,1,32.1,21.6,26.804169,36.5,25.1,30.291664,2019-08-19T05:58,2019-08-19T17:54,0,0,0,0,16.9,27.4,4.4942827,23.81,5.2600007
2019-08-20T00:00,2,31.8,22,26.933329,35.3,25.5,30.062502,2019-08-20T05:58,2019-08-20T17:54,0,0,0,0,17.9,30.6,63.032032,22.64,5.1
2019-08-21T00:00,1,32,23.4,27.341661,34.4,26.9,30.337494,2019-08-21T05:57,2019-08-21T17:54,0,0,0,0,17.8,36,68.2354,22.89,5.3200006
2019-08-22T00:00,51,32.3,23.3,27.487497,36.5,27.6,31.5875,2019-08-22T05:57,2019-08-22T17:53,0.3,0.3,0,2,11.3,25.6,65.85447,21.37,4.59
2019-08-23T00:00,3,31.4,23.6,27.529165,36.5,28.1,31.691666,2019-08-23T05:57,2019-08-23T17:53,0,0,0,0,14.2,24.5,16.250418,21.47,4.7100005
2019-08-24T00:00,3,31.9,23.6,27.508333,35.2,27.4,30.962496,2019-08-24T05:56,2019-08-24T17:53,0,0,0,0,14,24.8,17.480207,21.77,4.8799996
2019-08-25T00:00,3,32.2,22.7,27.658333,36.4,26.5,31.412498,2019-08-25T05:56,2019-08-25T17:53,0,0,0,0,14,25.9,331.1893,22.86,5.0200005
2019-08-26T00:00,51,31.6,23.6,27.716667,36.4,28.1,31.9375,2019-08-26T05:55,2019-08-26T17:53,0.1,0.1,0,1,11.2,24.5,18.591192,20.91,4.580001
2019-08-27T00:00,51,31,24.3,27.220833,35.8,29,31.716661,2019-08-27T05:55,2019-08-27T17:53,1.6,1.6,0,8,11,25.2,48.970573,20.27,4.31
2019-08-28T00:00,63,30.7,24,26.066666,36.4,28.6,30.733335,2019-08-28T05:55,2019-08-28T17:53,17.8,17.8,0,12,12,28.8,78.589035,18.39,3.7599998
2019-08-29T00:00,51,30,23.6,26.550001,34.4,28.4,30.762497,2019-08-29T05:54,2019-08-29T17:53,0.2,0.2,0,1,12.5,23.8,77.53085,20.51,4.3700004
2019-08-30T00:00,2,30.7,23.9,26.929167,35.7,28.4,31.008331,2019-08-30T05:54,2019-08-30T17:52,0,0,0,0,13.8,24.8,61.26028,22.24,4.7800007
2019-08-31T00:00,1,31.2,23.6,26.804169,35.1,27.6,30.470833,2019-08-31T05:53,2019-08-31T17:52,0,0,0,0,16.2,29.5,62.659843,23.78,5.1600003
2019-09-01T00:00,3,31.7,22.6,26.908335,35.7,26.6,30.725004,2019-09-01T05:53,2019-09-01T17:52,0,0,0,0,14.1,25.2,59.53454,23.32,5.07
2019-09-02T00:00,3,32.2,22.9,27.441668,37.1,27.3,31.679169,2019-09-02T05:52,2019-09-02T17:52,0,0,0,0,15.3,28.1,19.30011,22.64,5
2019-09-03T00:00,2,31.8,24.1,27.695831,36.8,29.2,32.208332,2019-09-03T05:52,2019-09-03T17:52,0,0,0,0,13,22.3,48.67457,21.86,4.8
2019-09-04T00:00,51,31.6,23.6,27.5,36.5,28.2,31.970835,2019-09-04T05:51,2019-09-04T17:52,0.2,0.2,0,1,9.3,22,47.837486,21.86,4.7300005
2019-09-05T00:00,51,30.7,24.6,27.141668,35.5,29.4,31.354164,2019-09-05T05:51,2019-09-05T17:51,0.3,0.3,0,2,10,22.3,9.074662,20.14,4.3800006
2019-09-06T00:00,2,31.9,23.5,27.13333,36.3,28,30.833336,2019-09-06T05:50,2019-09-06T17:51,0,0,0,0,17.4,33.1,52.468052,23.46,5.2300005
2019-09-07T00:00,2,31.6,22.5,26.912498,36.2,26.6,30.595839,2019-09-07T05:50,2019-09-07T17:51,0,0,0,0,18.2,33.8,38.867836,23.77,5.1800003
