time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2013-01-01T00:00,63,28.7,23.9,25.504168,33.5,28.5,30.266663,2013-01-01T05:42,2013-01-01T18:10,26.400003,26.400003,0,22,14.3,32.4,252.23288,13.31,2.6899998
2013-01-02T00:00,61,27.7,24,25.479166,31.8,28.4,30.187498,2013-01-02T05:42,2013-01-02T18:10,15.1,15.1,0,21,11.7,29.5,277.68045,11.73,2.4499998
2013-01-03T00:00,51,29.8,23.8,26.645834,35,28.8,31.425001,2013-01-03T05:43,2013-01-03T18:11,2.3999999,2.3999999,0,10,16.9,35.3,262.80185,21.79,4.360001
2013-01-04T00:00,63,26.9,24.5,25.33333,30.9,27.6,29.145834,2013-01-04T05:43,2013-01-04T18:11,22.7,22.7,0,20,16.8,37.8,267.65076,10.93,2.2999997
2013-01-05T00:00,61,27.5,23.4,25.079165,31.2,27,28.933334,2013-01-05T05:44,2013-01-05T18:12,11.599999,11.599999,0,20,17.2,40.7,263.79114,12.01,2.55
2013-01-06T00:00,61,27.2,24,25.379168,30.9,28,29.295835,2013-01-06T05:44,2013-01-06T18:12,13.1,13.1,0,21,18.1,37.1,251.44826,9.52,2.1299999
2013-01-07T00:00,61,28.6,24.2,25.820837,32.9,28,29.879166,2013-01-07T05:45,2013-01-07T18:12,7.2000003,7.2000003,0,10,13.6,36.7,244.4812,14.76,3.1300004
2013-01-08T00:00,55,28.7,24.1,25.833334,31.9,27.8,29.266665,2013-01-08T05:45,2013-01-08T18:13,3.9000003,3.9000003,0,6,22,41.4,246.23445,15.69,3.3599997
2013-01-09T00:00,63,27.3,24.2,25.016668,30.9,26.8,28.041666,2013-01-09T05:46,2013-01-09T18:13,20.199999,20.199999,0,14,22.5,42.5,253.84491,9.28,2.15
2013-01-10T00:00,55,28.1,23.9,25.558332,30.3,26.6,27.937502,2013-01-10T05:46,2013-01-10T18:13,5.899999,5.899999,0,15,27.8,54.7,250.55032,16.57,3.5999997
2013-01-11T00:00,55,28.6,24.4,26.125,31.6,27,29.008331,2013-01-11T05:47,2013-01-11T18:14,2.6999998,2.6999998,0,10,21.5,50.4,261.04587,15.95,3.66
2013-01-12T00:00,61,27.9,24.5,25.695833,32.2,28,29.8375,2013-01-12T05:47,2013-01-12T18:14,12.4,12.4,0,17,16.1,40.3,265.50082,13.15,2.77
2013-01-13T00:00,63,28.1,23.5,25.295832,33.7,27.6,29.699997,2013-01-13T05:47,2013-01-13T18:14,21.899998,21.899998,0,19,15.5,41.8,270.74817,16.07,3.1699998
2013-01-14T00:00,63,27.7,23.7,25.008333,33,27.8,29.833334,2013-01-14T05:48,2013-01-14T18:14,18.7,18.7,0,22,12.2,30.6,267.4633,12.11,2.4699998
2013-01-15T00:00,63,26.9,23.2,24.583336,31.3,27.7,29.070837,2013-01-15T05:48,2013-01-15T18:15,20.699997,20.699997,0,24,14.7,34.2,270.2886,11.09,2.26
2013-01-16T00:00,53,27.4,23,24.91667,32.2,27.4,29.625006,2013-01-16T05:49,2013-01-16T18:15,5.8999996,5.8999996,0,18,10.1,26.3,289.78946,13.04,2.64
2013-01-17T00:00,55,27.2,23.5,25.354166,32.5,28.4,30.533333,2013-01-17T05:49,2013-01-17T18:15,9.5,9.5,0,23,13.7,31.7,322.1476,15.06,2.8999999
2013-01-18T00:00,61,28,23.7,25.22917,33.8,28.3,29.808332,2013-01-18T05:50,2013-01-18T18:15,23.300001,23.300001,0,24,13.1,37.8,265.1849,13.34,2.7399998
2013-01-19T00:00,61,28.7,23.5,25.958336,33.3,27.7,30.354164,2013-01-19T05:50,2013-01-19T18:16,5.3,5.3,0,8,14.2,38.5,266.76498,16.69,3.4599996
2013-01-20T00:00,63,28.9,23.9,26.066671,35,27.6,30.970835,2013-01-20T05:51,2013-01-20T18:16,6.6,6.6,0,16,12.2,36,271.98462,20.06,4
2013-01-21T00:00,53,28.8,23.5,26.129168,35.5,28,31.237501,2013-01-21T05:51,2013-01-21T18:16,3.9999998,3.9999998,0,13,13,31.7,303.92554,19.31,3.7900002
2013-01-22T00:00,63,28.4,24,26.004166,33.9,29.3,31.108332,2013-01-22T05:51,2013-01-22T18:16,14.099999,14.099999,0,15,15.5,32.4,300.45898,19.32,3.7
2013-01-23T00:00,63,27.4,23.9,25.279161,32,28,29.625,2013-01-23T05:52,2013-01-23T18:16,20.700003,20.700003,0,24,15.3,43.2,265.09818,10.73,2.1999998
2013-01-24T00:00,61,26.6,23.6,24.925003,31.2,27.6,29.458338,2013-01-24T05:52,2013-01-24T18:16,9.999999,9.999999,0,24,13,31.7,275.76376,10.13,2.08
2013-01-25T00:00,61,26.6,23.2,24.745834,31.2,27.5,29.475,2013-01-25T05:52,2013-01-25T18:17,11.2,11.2,0,24,8.8,25.9,276.90024,9.47,1.97
2013-01-26T00:00,61,26.3,23.5,24.779165,30.4,27.7,29.341667,2013-01-26T05:53,2013-01-26T18:17,14.499999,14.499999,0,24,11.3,27.4,278.13,8.7,1.8299998
2013-01-27T00:00,61,28,23.3,25.125,31.9,27.3,29.320831,2013-01-27T05:53,2013-01-27T18:17,16.8,16.8,0,23,16.3,34.6,259.6505,14.24,2.85
2013-01-28T00:00,61,27.8,23.5,25.316668,32.3,27.6,29.733332,2013-01-28T05:53,2013-01-28T18:17,18.999998,18.999998,0,24,15.6,32.8,289.48776,15.76,3.01
2013-01-29T00:00,61,28.2,22.8,25.374998,33.7,27.4,30.199999,2013-01-29T05:54,2013-01-29T18:17,7.9999995,7.9999995,0,13,12.2,27,292.4259,18.42,3.63
2013-01-30T00:00,61,28.6,23,25.695833,34.7,27.5,30.633333,2013-01-30T05:54,2013-01-30T18:17,7.2999988,7.2999988,0,15,13.6,26.3,305.66165,20.5,3.99
2013-01-31T00:00,63,28.8,23,25.487501,35.1,27.2,30.6875,2013-01-31T05:54,2013-01-31T18:17,13.200001,13.200001,0,11,12.6,26.6,286.13733,20.03,3.8799999
2013-02-01T00:00,61,29,22.7,25.8125,35.2,27.4,31.012499,2013-02-01T05:55,2013-02-01T18:17,5.8,5.8,0,12,11.5,27.4,308.47543,22.36,4.3600006
2013-02-02T00:00,63,27.7,23.8,25.650002,34,29,30.854166,2013-02-02T05:55,2013-02-02T18:17,9.099999,9.099999,0,17,12.6,23.8,334.21713,17.15,3.33
2013-02-03T00:00,61,28.9,23.5,25.70833,35.6,28.5,31.145834,2013-02-03T05:55,2013-02-03T18:17,12.1,12.1,0,15,11.7,24.1,14.50025,19.28,3.7899997
2013-02-04T00:00,63,30,23.2,26.204165,37.8,27.8,31.83333,2013-02-04T05:55,2013-02-04T18:17,8.4,8.4,0,10,9.4,23,222.76878,21.96,4.42
2013-02-05T00:00,63,28.2,23.4,25.787497,34.8,27.8,30.799997,2013-02-05T05:56,2013-02-05T18:17,11.8,11.8,0,12,11.1,23.8,255.57916,16.11,3.23
2013-02-06T00:00,65,27.2,23.8,25.34583,32.4,28.3,30.379166,2013-02-06T05:56,2013-02-06T18:17,30.700003,30.700003,0,19,8.7,21.6,229.93538,10.59,2.21
2013-02-07T00:00,61,29.5,22.7,25.750002,37.5,27,31.091661,2013-02-07T05:56,2013-02-07T18:17,8.299999,8.299999,0,8,10.2,25.2,252.62584,21.84,4.29
2013-02-08T00:00,51,29.5,22.5,26.0875,36.6,26.8,31.316671,2013-02-08T05:56,2013-02-08T18:16,0.5,0.5,0,3,9.4,21.2,270.56165,24.16,4.81
2013-02-09T00:00,61,29.6,24.2,26.554167,36.7,28.9,31.466667,2013-02-09T05:56,2013-02-09T18:16,2.8999999,2.8999999,0,4,10.6,25.2,241.14978,21.49,4.3400006
2013-02-10T00:00,63,30.1,23.6,26.262499,36.8,28.2,31.637503,2013-02-10T05:57,2013-02-10T18:16,12.2,12.2,0,11,8.2,23.4,180.00008,21.03,4.2500005
2013-02-11T00:00,63,28.5,23.3,25.637503,34.5,28.5,30.874994,2013-02-11T05:57,2013-02-11T18:16,10.599999,10.599999,0,16,10.1,22.3,63.67679,18.22,3.6000001
2013-02-12T00:00,63,29.2,23.4,25.741667,35.6,28.1,31.045835,2013-02-12T05:57,2013-02-12T18:16,12.999999,12.999999,0,13,10.9,28.1,60.34098,19.62,3.8899999
2013-02-13T00:00,63,28.7,23.5,25.462502,34.2,28.3,30.675003,2013-02-13T05:57,2013-02-13T18:16,23.800003,23.800003,0,24,8.3,25.9,271.15732,16.01,3.24
2013-02-14T00:00,63,28.3,23.5,25.183332,34,28.4,30.16667,2013-02-14T05:57,2013-02-14T18:15,17.000002,17.000002,0,13,15.3,28.8,264.62036,14.19,2.8399997
2013-02-15T00:00,61,29.3,22.8,25.891668,35.4,27,30.454168,2013-02-15T05:57,2013-02-15T18:15,3.3999999,3.3999999,0,6,15.3,29.5,259.85223,19.64,3.9699998
2013-02-16T00:00,63,28.6,24.3,25.758333,32.7,28,29.75834,2013-02-16T05:57,2013-02-16T18:15,17.300001,17.300001,0,13,17.5,35.3,267.3939,17.99,3.6
2013-02-17T00:00,63,27.9,23.6,25.162498,32.5,27.7,29.154167,2013-02-17T05:58,2013-02-17T18:15,12.6,12.6,0,22,15.7,42.1,254.66667,10.86,2.3400002
2013-02-18T00:00,53,28.7,24.3,26.070831,33.4,27.7,29.724997,2013-02-18T05:58,2013-02-18T18:15,2.8000002,2.8000002,0,10,17.7,43.9,262.79642,18.85,3.9399998
2013-02-19T00:00,55,27.2,24,25.162497,31.2,27.1,29.004171,2013-02-19T05:58,2013-02-19T18:14,10.1,10.1,0,18,16.1,34.6,251.03175,8.83,1.9699999
2013-02-20T00:00,53,27.4,23.4,25.008333,31.7,27.4,29.316668,2013-02-20T05:58,2013-02-20T18:14,5.5,5.5,0,19,13.4,36.4,271.5729,11.26,2.35
2013-02-21T00:00,53,28.2,23.9,25.579168,33.5,27.4,29.641665,2013-02-21T05:58,2013-02-21T18:14,4.4999995,4.4999995,0,15,17.5,51.8,276.94632,17.27,3.3599997
2013-02-22T00:00,55,27.8,23.9,25.604166,31.9,28.1,29.674997,2013-02-22T05:58,2013-02-22T18:14,6.4,6.4,0,20,17.9,52.9,272.00308,15.74,3.15
2013-02-23T00:00,61,28.1,23.8,25.637499,33,27.6,30.158335,2013-02-23T05:58,2013-02-23T18:13,19.000002,19.000002,0,21,18.2,44.3,299.07327,18.56,3.52
2013-02-24T00:00,53,29,24.2,26.133331,34.7,28.8,31.1,2013-02-24T05:58,2013-02-24T18:13,3.8000002,3.8000002,0,14,8.9,34.6,253.7824,14.73,3.06
2013-02-25T00:00,51,30,24.2,26.7875,36,28.3,31.8125,2013-02-25T05:58,2013-02-25T18:13,1.6,1.6,0,6,14.7,38.2,271.53302,25.35,4.980001
2013-02-26T00:00,55,29.8,24.2,26.779167,36,29.1,31.724998,2013-02-26T05:58,2013-02-26T18:12,3.8000002,3.8000002,0,7,13.8,46.1,274.06622,21.1,4.24
2013-02-27T00:00,61,29,24.7,26.7125,34.5,29.4,31.279167,2013-02-27T05:58,2013-02-27T18:12,4.7999997,4.7999997,0,7,16.6,46.1,260.2642,16.95,3.4299998
2013-02-28T00:00,2,30.3,25.2,27.404165,33.9,29,31.099997,2013-02-28T05:58,2013-02-28T18:12,0,0,0,0,23.3,42.5,258.84625,23.71,5.080001
2013-03-01T00:00,55,29.6,24.9,26.929167,35,28.7,31.320831,2013-03-01T05:58,2013-03-01T18:11,2.1000001,2.1000001,0,6,17.9,42.1,262.77322,21.71,4.3700004
2013-03-02T00:00,63,29.7,23.9,26.833334,36.6,28.8,32.19167,2013-03-02T05:58,2013-03-02T18:11,4.5,4.5,0,8,13.6,33.8,291.01102,23.05,4.55
2013-03-03T00:00,63,29.2,23.5,26.025,35.8,27.7,31.012499,2013-03-03T05:58,2013-03-03T18:10,17.3,17.3,0,12,12.5,31.7,299.3791,21.13,4.19
2013-03-04T00:00,63,27.5,23.6,24.995832,32.5,28.1,29.85417,2013-03-04T05:58,2013-03-04T18:10,28,28,0,21,10.2,34.6,272.7926,10.23,2.1499999
2013-03-05T00:00,63,27.5,23.6,24.945833,30.8,24.9,27.966667,2013-03-05T05:58,2013-03-05T18:10,16.5,16.5,0,15,16.7,34.2,257.62778,15.03,3.22
2013-03-06T00:00,61,29.6,22.8,26.379168,35.8,27.1,31.129164,2013-03-06T05:58,2013-03-06T18:09,3.3999999,3.3999999,0,6,13.8,28.8,292.019,22.85,4.5099998
2013-03-07T00:00,3,30.1,22.8,26.608335,36.1,27.3,31.587503,2013-03-07T05:58,2013-03-07T18:09,0,0,0,0,12.1,24.1,274.52237,23.72,4.8700004
2013-03-08T00:00,63,29,23.8,26.220833,34.8,28.8,31.366669,2013-03-08T05:58,2013-03-08T18:08,13.5,13.5,0,14,16.9,32,290.22495,20.16,3.9
2013-03-09T00:00,61,29.2,23.8,26.320837,34.4,28.5,31.175001,2013-03-09T05:57,2013-03-09T18:08,4.9,4.9,0,7,13.6,30.6,264.6773,19.1,3.84
2013-03-10T00:00,63,29,24.1,26.112503,34.9,28.1,30.691668,2013-03-10T05:57,2013-03-10T18:08,9.900001,9.900001,0,11,15,32.4,260.68222,18.82,3.71
2013-03-11T00:00,61,30.3,23.6,26.616667,37.7,28,32.104168,2013-03-11T05:57,2013-03-11T18:07,7.4,7.4,0,15,11.8,25.9,255.29637,22.8,4.55
2013-03-12T00:00,63,29.7,23.8,26.27917,36.9,28.8,31.779167,2013-03-12T05:57,2013-03-12T18:07,13.9,13.9,0,13,10.8,23.8,268.94397,19.59,3.9199998
2013-03-13T00:00,61,30.9,24.4,27.320831,36.9,29,32.520836,2013-03-13T05:57,2013-03-13T18:06,5.2,5.2,0,7,12.7,25.6,260.7591,24.16,4.9900002
2013-03-14T00:00,61,30.3,24.1,26.229164,36.9,29.2,31.679163,2013-03-14T05:57,2013-03-14T18:06,8.6,8.6,0,11,12.6,28.1,267.7094,21.02,4.21
2013-03-15T00:00,61,29.5,23.7,26.095833,35.8,28.8,31.470835,2013-03-15T05:57,2013-03-15T18:05,5.9,5.9,0,8,10.4,23.4,283.134,19.56,3.9199998
2013-03-16T00:00,63,30.2,23.6,26.204168,36.4,28.4,31.574999,2013-03-16T05:57,2013-03-16T18:05,8.8,8.8,0,7,13,27.4,266.03784,20.25,4.0700006
2013-03-17T00:00,63,29.9,24,26.704163,36.5,28.9,31.854166,2013-03-17T05:57,2013-03-17T18:05,4.5,4.5,0,5,14.2,28.8,258.82452,21.3,4.3500004
2013-03-18T00:00,61,30.1,23.1,26.504166,36.4,27.5,31.662497,2013-03-18T05:57,2013-03-18T18:04,2.9,2.9,0,3,11.8,24.8,249.79744,21.9,4.3900003
2013-03-19T00:00,61,28.7,23.8,26.054169,35.3,28.6,31.624998,2013-03-19T05:56,2013-03-19T18:04,6.0000005,6.0000005,0,10,10.2,24.8,316.00497,19.53,3.83
2013-03-20T00:00,63,29.4,23.7,25.937502,36.6,28.6,31.304163,2013-03-20T05:56,2013-03-20T18:03,9.900001,9.900001,0,20,9,23,79.85451,18.6,3.6599998
2013-03-21T00:00,61,30.4,23.4,26.770834,37,28,31.820833,2013-03-21T05:56,2013-03-21T18:03,3,3,0,4,11.9,26.6,101.469505,24.81,4.9800005
2013-03-22T00:00,61,30.2,23.9,26.766668,36.6,28.6,31.900002,2013-03-22T05:56,2013-03-22T18:02,6.7,6.7,0,12,11.4,28.1,101.7174,21.28,4.27
2013-03-23T00:00,2,30.6,24,27.150003,37.1,28.7,32.258335,2013-03-23T05:56,2013-03-23T18:02,0,0,0,0,10.8,22.3,125.88221,22.74,4.710001
2013-03-24T00:00,63,29.9,24.2,26.65417,36.7,29,31.937502,2013-03-24T05:56,2013-03-24T18:01,4.3999996,4.3999996,0,6,9,21.2,93.44415,21.17,4.28
2013-03-25T00:00,55,30.1,23.9,26.687502,36.6,29.1,32.179165,2013-03-25T05:56,2013-03-25T18:01,3.9,3.9,0,7,8.8,22,140.52748,21.93,4.38
2013-03-26T00:00,53,30,23.9,26.733335,37.3,28.6,32.300003,2013-03-26T05:56,2013-03-26T18:00,1.7,1.7,0,6,11.5,28.4,89.99999,21.52,4.32
2013-03-27T00:00,55,30.4,24.4,26.766668,37.3,29.6,32.279163,2013-03-27T05:55,2013-03-27T18:00,3.3000002,3.3000002,0,4,10.8,22.3,245.11964,19.39,3.9599998
2013-03-28T00:00,61,30.5,23.7,26.512505,37.5,28.3,32.1375,2013-03-28T05:55,2013-03-28T17:59,4.7000003,4.7000003,0,8,6.9,18.4,179.33376,22.24,4.4900002
2013-03-29T00:00,63,29.2,24.4,26.6875,35.2,29.3,31.858335,2013-03-29T05:55,2013-03-29T17:59,4.3,4.3,0,4,11.7,26.6,247.26857,16.98,3.45
2013-03-30T00:00,63,29,24.6,26.704168,34.9,29.8,31.812498,2013-03-30T05:55,2013-03-30T17:58,5.5,5.5,0,4,11.8,26.3,240.27347,16.41,3.4
2013-03-31T00:00,55,30.9,24.1,26.745832,36.1,28.3,31.6625,2013-03-31T05:55,2013-03-31T17:58,1.4000001,1.4000001,0,3,10.2,22.7,225.42435,13.61,2.9299998
2013-04-01T00:00,63,30.7,24.5,26.962502,37.6,29.6,32.579166,2013-04-01T05:55,2013-04-01T17:57,8.7,8.7,0,7,10.2,23.4,153.83846,21.43,4.3799996
2013-04-02T00:00,63,29.7,24.1,26.491663,37,29.5,32.516663,2013-04-02T05:55,2013-04-02T17:57,9.3,9.3,0,15,8.3,21.6,106.85845,18.6,3.7599998
2013-04-03T00:00,61,30.2,24.3,26.8375,37.6,29.8,32.649998,2013-04-03T05:55,2013-04-03T17:57,6.7,6.7,0,11,10.5,24.8,253.95714,19.07,3.8799999
2013-04-04T00:00,55,29.5,24.6,26.612497,36.4,29.8,32.270836,2013-04-04T05:54,2013-04-04T17:56,6.2999997,6.2999997,0,16,8,18.4,230.57217,16.01,3.2799997
2013-04-05T00:00,63,29.1,24.7,26.562498,35.1,30.1,32.145832,2013-04-05T05:54,2013-04-05T17:56,10.5,10.5,0,16,7.8,22.3,240.69498,13.43,2.7899997
2013-04-06T00:00,63,29,24.4,25.825003,35.4,29.6,31.387503,2013-04-06T05:54,2013-04-06T17:55,28.800001,28.800001,0,20,10.5,26.3,281.31003,15.24,3.0900002
2013-04-07T00:00,63,27,24.3,25.491663,33.1,29.2,30.729166,2013-04-07T05:54,2013-04-07T17:55,30,30,0,23,9.3,20.9,223.22124,4.82,1.1299999
2013-04-08T00:00,61,29.7,23.8,26.608332,36.1,28.7,31.883331,2013-04-08T05:54,2013-04-08T17:54,9.2,9.2,0,10,7.2,21.2,199.98317,15.45,3.2299998
2013-04-09T00:00,63,30.3,23.5,26.570837,38.2,28.4,32.454166,2013-04-09T05:54,2013-04-09T17:54,7.2,7.2,0,14,9.9,26.6,291.09238,22.22,4.44
2013-04-10T00:00,61,29.8,24.4,26.512499,37.3,29.5,32.024998,2013-04-10T05:54,2013-04-10T17:53,9.3,9.3,0,14,11.8,27.4,277.43973,20.22,4.03
2013-04-11T00:00,63,29.9,23.9,26.475,36.5,29,31.670835,2013-04-11T05:54,2013-04-11T17:53,10.1,10.1,0,12,11.3,26.3,242.03783,18.26,3.7699997
2013-04-12T00:00,53,30.1,24.5,26.737501,34.6,28.9,31.295835,2013-04-12T05:53,2013-04-12T17:53,3,3,0,12,14.8,34.2,237.46638,15.4,3.2699997
2013-04-13T00:00,61,29.6,24,26.304169,33.1,28.2,30.254166,2013-04-13T05:53,2013-04-13T17:52,6.9,6.9,0,12,20.6,38.5,244.25386,15.26,3.23
2013-04-14T00:00,61,30.7,24.7,26.995834,36.5,29.2,32.066666,2013-04-14T05:53,2013-04-14T17:52,5.3,5.3,0,9,10.1,21.2,243.20305,18.55,3.85
2013-04-15T00:00,61,29.9,24.3,26.704165,36.9,29.2,31.858332,2013-04-15T05:53,2013-04-15T17:51,4.3,4.3,0,8,13.7,26.3,242.07649,17.17,3.5400002
2013-04-16T00:00,63,29.9,24.2,26.67083,36.4,29.2,31.883333,2013-04-16T05:53,2013-04-16T17:51,11.900001,11.900001,0,5,12.7,29.2,232.55191,18.25,3.6699998
2013-04-17T00:00,63,29.8,24,26.375,36.6,29.1,32.162495,2013-04-17T05:53,2013-04-17T17:51,14.500001,14.500001,0,12,9.2,28.4,123.27485,19.26,3.83
2013-04-18T00:00,63,26.8,24,25.104166,32.3,29.1,30.333336,2013-04-18T05:53,2013-04-18T17:50,48.800003,48.800003,0,20,9.8,18.4,205.48064,4,0.96
2013-04-19T00:00,51,29.3,22.7,25.791664,34.7,27,30.816668,2013-04-19T05:53,2013-04-19T17:50,2.4,2.4,0,10,7.3,18,145.15059,16.18,3.3300002
2013-04-20T00:00,53,30.3,23,26.558332,36.8,27.5,31.78333,2013-04-20T05:53,2013-04-20T17:49,2.1000001,2.1000001,0,8,7.3,19.4,103.07394,20.87,4.250001
2013-04-21T00:00,53,29.8,24.7,26.900002,36.4,30.1,32.437496,2013-04-21T05:53,2013-04-21T17:49,1.7,1.7,0,4,9,21.6,80.85125,18.02,3.6499999
2013-04-22T00:00,61,29.8,24.1,25.916664,36.7,29.2,31.4375,2013-04-22T05:53,2013-04-22T17:49,8.9,8.9,0,10,8.7,27,110.79422,17.18,3.4799998
2013-04-23T00:00,63,29.2,23.4,25.837502,34.8,28,31.10833,2013-04-23T05:53,2013-04-23T17:48,9.1,9.1,0,12,9.2,25.6,108.50604,16.1,3.25
2013-04-24T00:00,61,28.2,23.7,25.941666,34,29.2,31.212496,2013-04-24T05:53,2013-04-24T17:48,6,6,0,15,11.8,26.3,80.537735,15.91,3.1399999
2013-04-25T00:00,61,29.9,23.4,26.183329,36.8,28.3,31.720833,2013-04-25T05:53,2013-04-25T17:48,10.700001,10.700001,0,14,9.2,21.6,129.38776,19.39,3.8700001
2013-04-26T00:00,61,28.6,23.5,25.879168,34.4,27.9,30.737501,2013-04-26T05:53,2013-04-26T17:48,5.9,5.9,0,13,10.3,24.8,86.869835,18.08,3.57
2013-04-27T00:00,53,29.5,23.4,26.175003,35.9,28.1,31.191668,2013-04-27T05:53,2013-04-27T17:47,2.2,2.2,0,7,9.7,23.4,104.51429,20.18,4.0099998
2013-04-28T00:00,55,29.7,23.9,26.279167,35.3,28.3,30.991661,2013-04-28T05:53,2013-04-28T17:47,1.5999999,1.5999999,0,3,14,29.2,94.09527,20.56,4.08
2013-04-29T00:00,51,30.1,23.5,26.695833,35.2,27.8,31.445833,2013-04-29T05:53,2013-04-29T17:47,0.5,0.5,0,2,15.6,30.6,103.89834,21.14,4.290001
2013-04-30T00:00,53,30.4,24.3,27.204165,36,29,32.333332,2013-04-30T05:53,2013-04-30T17:46,0.6,0.6,0,2,12.4,25.2,99.893875,21.51,4.3599997
2013-05-01T00:00,53,29.9,23.9,26.391668,36.5,28.8,32.020832,2013-05-01T05:53,2013-05-01T17:46,3.4,3.4,0,9,6.5,20.9,126.193306,19.64,3.9599998
2013-05-02T00:00,51,30,23.2,26.445837,36.1,27.7,31.379166,2013-05-02T05:53,2013-05-02T17:46,0.6,0.6,0,3,8.9,23.4,115.99396,20.67,4.2200007
2013-05-03T00:00,51,30.1,23.4,26.762503,35.1,28,31.541666,2013-05-03T05:53,2013-05-03T17:46,0.6,0.6,0,3,13,27.7,96.919426,20.65,4.1600003
2013-05-04T00:00,51,30.7,23.8,27.175001,37.5,28.2,32.216663,2013-05-04T05:53,2013-05-04T17:45,0.8,0.8,0,2,12.2,26.3,100.85247,22.76,4.670001
2013-05-05T00:00,53,30.5,24.1,27.212503,35.9,28.9,32.55833,2013-05-05T05:53,2013-05-05T17:45,1,1,0,3,13.9,27,104.036255,20.7,4.2
2013-05-06T00:00,51,30.9,23.5,27.108332,36.9,28.2,32.391666,2013-05-06T05:53,2013-05-06T17:45,0.4,0.4,0,3,12,29.2,77.4712,22.16,4.5300007
2013-05-07T00:00,63,30.1,24.6,26.745832,36.8,30.1,32.75,2013-05-07T05:53,2013-05-07T17:45,13.100001,13.100001,0,20,10.8,25.6,329.9316,17.91,3.6099997
2013-05-08T00:00,53,29.8,24.4,26.675001,35.2,29.2,31.72917,2013-05-08T05:53,2013-05-08T17:45,2.5,2.5,0,7,11.2,23.4,247.9445,14.24,3.06
2013-05-09T00:00,53,28.9,24.1,26.354164,35.6,29,32.020832,2013-05-09T05:53,2013-05-09T17:44,3.6000001,3.6000001,0,13,7.3,19.8,157.22955,15.69,3.1399999
2013-05-10T00:00,61,30.6,23.9,26.420835,37.1,28.8,31.916672,2013-05-10T05:53,2013-05-10T17:44,5.7000003,5.7000003,0,11,9.2,20.2,127.65884,14.75,3.02
2013-05-11T00:00,63,29.5,24.3,26.516668,35.7,29.7,32.229168,2013-05-11T05:53,2013-05-11T17:44,13.7,13.7,0,15,9,23,80.53775,17.35,3.4699998
2013-05-12T00:00,53,29.6,23.8,26.300001,36.7,28.8,31.608335,2013-05-12T05:53,2013-05-12T17:44,2.7,2.7,0,8,10.8,27,94.15957,16.51,3.34
2013-05-13T00:00,61,27.2,24.4,25.704168,31.9,29.4,30.700003,2013-05-13T05:53,2013-05-13T17:44,6.499999,6.499999,0,14,15.5,29.9,97.59456,7.39,1.58
2013-05-14T00:00,63,29.9,23.5,26.020834,36.8,28.5,31.554167,2013-05-14T05:53,2013-05-14T17:44,9.799999,9.799999,0,6,9.9,21.6,184.87378,17.1,3.4299998
2013-05-15T00:00,61,29.9,23.7,26.245829,36.7,28.6,31.741667,2013-05-15T05:54,2013-05-15T17:44,4.7999997,4.7999997,0,7,6.6,24.8,205.53738,15.38,3.17
2013-05-16T00:00,61,30.8,24.1,26.791666,37.7,29.2,32.374996,2013-05-16T05:54,2013-05-16T17:44,3.7,3.7,0,6,8.7,24.5,215.48213,17.46,3.5799997
2013-05-17T00:00,61,29.8,23.7,26.558334,36.1,28.6,32.066666,2013-05-17T05:54,2013-05-17T17:43,4.4,4.4,0,6,11.2,23,179.3563,18.25,3.6699998
2013-05-18T00:00,61,30.3,23.8,26.795835,36.9,28.8,32.4125,2013-05-18T05:54,2013-05-18T17:43,2.5000002,2.5000002,0,4,5.8,21.6,136.34781,18.21,3.6999998
2013-05-19T00:00,61,30.3,24.4,26.670835,36.8,29.7,32.320835,2013-05-19T05:54,2013-05-19T17:43,3.3,3.3,0,6,7,18.4,120.96378,19.26,3.8599997
2013-05-20T00:00,63,29.7,23.5,26.391668,36.6,28.2,31.725,2013-05-20T05:54,2013-05-20T17:43,7.0999994,7.0999994,0,5,9,19.1,145.39424,17.32,3.4999998
2013-05-21T00:00,63,29.4,24.2,26.341665,36,29.2,31.804167,2013-05-21T05:54,2013-05-21T17:43,8.7,8.7,0,14,7.9,19.1,104.226006,16.15,3.2199998
2013-05-22T00:00,61,28.8,23.2,25.829165,34.4,27.9,31.1,2013-05-22T05:55,2013-05-22T17:43,6.9000006,6.9000006,0,12,10.7,23.4,94.085556,15.87,3.1
2013-05-23T00:00,63,30.1,23.5,26.037504,36.5,27.8,31.379166,2013-05-23T05:55,2013-05-23T17:43,12.400001,12.400001,0,9,9,19.4,223.85434,19.42,3.8899999
2013-05-24T00:00,61,29.8,23.4,26.333334,36.3,28.3,31.737501,2013-05-24T05:55,2013-05-24T17:43,2.6000001,2.6000001,0,5,8.2,20.9,187.92686,18.5,3.6999998
2013-05-25T00:00,65,29.3,24.1,26.245834,36.3,29.4,31.629168,2013-05-25T05:55,2013-05-25T17:43,17.999998,17.999998,0,9,9.4,22.7,245.79625,16.82,3.3899996
